1690725893,0,1690725888
1690725893,0,1690725888
1690725893,0,1690725889
1690725893,1690725889,1690725889
1690725894,1690725889,1690725889
1690725894,1690725889,1690725889
1690725894,1690725889,1690725889
1690725894,0,1690725890
1690725894,1690725890,1690725890
1690725895,0,1690725890
1690725895,1690725890,1690725890
1690725895,0,1690725890
1690725895,0,1690725891
1690725895,0,1690725891
1690725896,0,1690725891
1690725896,0,1690725891
1690725896,0,1690725891
1690725896,0,1690725892
1690725896,0,1690725892
1690725897,1690725892,1690725892
1690725897,0,1690725892
1690725897,0,1690725893
1690725897,1690725893,1690725893
1690725897,1690725893,1690725893
1690725898,1690725893,1690725893
1690725898,1690725893,1690725893
1690725898,1690725894,1690725894
1690725898,0,1690725894
1690725898,0,1690725894
1690725899,1690725894,1690725894
1690725899,0,1690725894
1690725899,0,1690725895
1690725899,1690725895,1690725895
1690725899,0,1690725895
1690725900,0,1690725895
1690725900,0,1690725895
1690725900,1690725896,1690725896
1690725900,1690725896,1690725896
1690725900,0,1690725896
1690725901,1690725896,1690725896
1690725901,1690725896,1690725896
1690725901,1690725897,1690725897
1690725901,0,1690725897
1690725902,0,1690725897
1690725902,1690725897,1690725897
1690725902,0,1690725897
1690725902,0,1690725898
1690725902,1690725898,1690725898
1690725903,1690725898,1690725898
1690725903,1690725898,1690725898
1690725903,0,1690725898
1690725903,0,1690725899
1690725903,0,1690725899
1690725904,1690725899,1690725899
1690725904,0,1690725899
1690725904,1690725899,1690725899
1690725904,0,1690725900
1690725904,0,1690725900
1690725905,1690725900,1690725900
1690725905,1690725900,1690725900
1690725905,1690725900,1690725900
1690725905,0,1690725901
1690725905,1690725901,1690725901
1690725906,1690725901,1690725901
1690725906,0,1690725901
1690725906,0,1690725902
1690725906,0,1690725902
1690725906,1690725902,1690725902
1690725907,1690725902,1690725902
1690725907,0,1690725902
1690725907,0,1690725903
1690725907,0,1690725903
1690725907,0,1690725903
1690725908,1690725903,1690725903
1690725908,0,1690725903
1690725908,1690725904,1690725904
1690725908,1690725904,1690725904
1690725908,1690725904,1690725904
1690725910,1690725906,1690725906
1690725911,1690725906,1690725906
1690725911,0,1690725906
1690725911,1690725906,1690725906
1690725911,0,1690725907
1690725911,1690725907,1690725907
1690725912,1690725907,1690725907
1690725912,0,1690725907
1690725912,0,1690725907
1690725912,1690725908,1690725908
1690725912,1690725908,1690725908
1690725913,1690725908,1690725908
1690725913,0,1690725908
1690725913,1690725908,1690725908
1690725913,0,1690725909
1690725913,0,1690725909
1690725914,0,1690725909
1690725914,0,1690725909
1690725914,1690725909,1690725909
1690725914,1690725910,1690725910
1690725914,0,1690725910
1690725915,0,1690725910
1690725915,0,1690725910
1690725915,0,1690725910
1690725915,1690725911,1690725911
1690725915,0,1690725911
1690725916,1690725911,1690725911
1690725916,0,1690725911
1690725916,1690725912,1690725912
1690725916,1690725912,1690725912
1690725916,1690725912,1690725912
1690725917,1690725912,1690725912
1690725917,1690725912,1690725912
1690725917,0,1690725913
1690725917,1690725913,1690725913
1690725917,1690725913,1690725913
1690725918,0,1690725913
1690725919,0,1690725914
1690725920,0,1690725915
1690725920,1690725915,1690725915
1690725920,0,1690725915
1690725920,1690725916,1690725916
1690725920,0,1690725916
1690725921,0,1690725916
1690725921,1690725916,1690725916
1690725921,1690725916,1690725916
1690725921,0,1690725917
1690725921,0,1690725917
1690725922,0,1690725917
1690725922,1690725917,1690725917
1690725922,0,1690725917
1690725922,1690725918,1690725918
